202707,Myrtille Georges,F,FRA,Null,R,1991
202653,Denisa Allertova,F,CZE,Null,R,1994
211736,Ivana Jorovic,F,SRB,Null,R,1997
201580,Xinyun Han,F,CHN,Null,L,1991
201534,Asia Muhammed,F,USA,Null,R,1991
201402,Sesil Karatantcheva,F,KAZ,171.0,R,1991
211719,Shilin Xu,F,CHN,Null,R,1998
213779,Raluca Georgiana Serban,F,ROU,Null,R,1997
203564,Chloe Paquet,F,FRA,Null,R,1994
214981,Elena Rybakina,F,KAZ,184.0,R,1999
202579,Giulia Gatto Monticone,F,ITA,Null,R,1987
203354,Martina Trevisan,F,ITA,160.0,L,1993
213941,Anastasia Zarytska,F,UKR,Null,U,1997
201674,Sabina Sharipova,F,UZB,Null,R,1994
213544,Jana Fett,F,CRO,Null,R,1996
215096,Jaimee Fourlis,F,AUS,Null,R,1999
202659,Tereza Mrdeza,F,CRO,Null,R,1990
206251,Kimberley Zimmermann,F,BEL,Null,R,1995
206252,Barbora Krejcikova,F,CZE,178.0,R,1995
214684,Katherine Sebov,F,CAN,Null,U,1998
202705,Veronica Cepede Royg,F,PAR,Null,R,1991
202480,Richel Hogenkamp,F,NED,Null,R,1992
201551,Arantxa Rus,F,NED,180.0,L,1990
206390,Isabelle Wallace,F,AUS,Null,L,1998
201513,Sabine Lisicki,F,GER,178.0,R,1990
201648,Naomi Broady,F,GBR,189.0,R,1990
202916,Georgina Garcia Perez,F,ESP,Null,U,1992
214541,Fanny Stollar,F,HUN,172.0,R,1998
202508,Yuxuan Zhang,F,CHN,Null,R,1996
203575,Danka Kovinic,F,MNE,169.0,R,1994
203578,Fangzhou Liu,F,CHN,Null,R,1997
202457,Bibiane Schoofs,F,NED,170.0,R,1988
215314,En Shuo Liang,F,TPE,Null,U,2000
202504,Ying Ying Duan,F,CHN,Null,R,1990
214694,Karman Thandi,F,IND,Null,U,1998
202489,Carina Witthoeft,F,GER,Null,R,1997
201616,Lauren Davis,F,USA,157.0,R,1993
215219,Kaja Juvan,F,SLO,170.0,R,2000
106398,Pedro Cachin,M,ARG,Null,R,1995
205734,Thiago Seyboth Wild,M,BRA,Null,R,2000
106198,Hugo Dellien,M,BOL,Null,R,1993
105948,Federico Coria,M,ARG,Null,R,1992
202103,Francisco Cerundolo,M,ARG,Null,R,1998
105911,Andrea Collarini,M,ARG,Null,L,1991
207680,Facundo Diaz Acosta,M,ARG,Null,L,2000
